accommodation_id,name,type,address,city,country,postal_code,latitude,longitude,star_rating,amenities,room_types,check_in_time,check_out_time,cancellation_policy,pet_policy,parking_available,wifi_available,breakfast_included,gym_available,pool_available,spa_available,business_center,room_service,concierge_service,contact_phone,contact_email,images,description,created_at,updated_at
ACC351049,Royal Capsule Hotel Bendigo,Capsule Hotel,"3575 Main St, Bendigo",Bendigo,Australia,82698,-33.811981,-49.559236,1,"[""Dry Cleaning"", ""Parking"", ""Tennis Court"", ""Beach Access"", ""Elevator"", ""Bar"", ""Concierge"", ""24/7 Front Desk"", ""Fitness Center"", ""Room Service"", ""Restaurant""]","[""Single Room"", ""Ocean View Room"", ""Double Room""]",14:00,11:00,Free cancellation,Pets on request,True,True,False,False,True,True,True,False,False,+27-435-416-7727,info@royalcapsulehotelbendigo.com,"[""https://example.com/images/royal_capsule_hotel_bendigo_1.jpg"", ""https://example.com/images/royal_capsule_hotel_bendigo_2.jpg"", ""https://example.com/images/royal_capsule_hotel_bendigo_3.jpg""]","Relax and unwind at Royal Capsule Hotel Bendigo, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC383724,Plaza Lodge Boulogne-Billancourt,Lodge,"1590 Oak St, Boulogne-Billancourt",Boulogne-Billancourt,France,91670,61.74156,40.503549,1,"[""Business Center"", ""WiFi"", ""Bar"", ""Gym"", ""24/7 Front Desk"", ""Concierge"", ""Restaurant"", ""Tennis Court"", ""Parking"", ""Dry Cleaning"", ""Airport Shuttle"", ""Pool"", ""Fitness Center"", ""Golf Course"", ""Pet Friendly""]","[""Studio"", ""City View Room"", ""Penthouse"", ""Twin Room"", ""Family Room"", ""Single Room"", ""Villa"", ""Cabin""]",15:00,13:00,Free cancellation,No pets allowed,False,True,True,False,True,False,True,True,True,+24-382-359-9955,info@plazalodgeboulogne-billancourt.com,"[""https://example.com/images/plaza_lodge_boulogne-billancourt_1.jpg"", ""https://example.com/images/plaza_lodge_boulogne-billancourt_2.jpg"", ""https://example.com/images/plaza_lodge_boulogne-billancourt_3.jpg"", ""https://example.com/images/plaza_lodge_boulogne-billancourt_4.jpg"", ""https://example.com/images/plaza_lodge_boulogne-billancourt_5.jpg""]","Your gateway to Boulogne-Billancourt, Plaza Lodge Boulogne-Billancourt offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC392371,Palace Villa Liwa,Villa,"5978 Main St, Liwa",Liwa,United Arab Emirates,17372,10.865808,25.580218,5,"[""Room Service"", ""Airport Shuttle"", ""24/7 Front Desk"", ""Tennis Court"", ""Laundry Service"", ""Elevator"", ""Business Center"", ""Golf Course""]","[""City View Room"", ""Studio"", ""Family Room""]",14:00,11:00,Non-refundable,No pets allowed,True,True,False,True,False,True,False,False,False,+24-465-767-1755,info@palacevillaliwa.com,"[""https://example.com/images/palace_villa_liwa_1.jpg"", ""https://example.com/images/palace_villa_liwa_2.jpg"", ""https://example.com/images/palace_villa_liwa_3.jpg"", ""https://example.com/images/palace_villa_liwa_4.jpg"", ""https://example.com/images/palace_villa_liwa_5.jpg""]","Your gateway to Liwa, Palace Villa Liwa offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC623226,Resort Chalet Orlando,Chalet,"5312 Pine St, Orlando",Orlando,United States,24748,-34.524137,-67.921533,2,"[""Room Service"", ""Airport Shuttle"", ""Business Center"", ""Fitness Center"", ""Restaurant"", ""Concierge"", ""Dry Cleaning"", ""Beach Access""]","[""Suite"", ""Penthouse"", ""Studio"", ""Single Room"", ""Twin Room"", ""Family Room""]",16:00,11:00,Partial refund,Pet friendly,False,False,True,False,False,False,False,True,True,+28-910-548-4034,info@resortchaletorlando.com,"[""https://example.com/images/resort_chalet_orlando_1.jpg"", ""https://example.com/images/resort_chalet_orlando_2.jpg"", ""https://example.com/images/resort_chalet_orlando_3.jpg""]","Relax and unwind at Resort Chalet Orlando, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC299396,Palace Poitiers Hotel,Boutique Hotel,"178 Oak St, Poitiers",Poitiers,France,35305,6.940146,-127.075879,5,"[""WiFi"", ""Dry Cleaning"", ""Elevator"", ""Laundry Service"", ""Pet Friendly""]","[""Penthouse"", ""Family Room"", ""Double Room""]",15:00,13:00,Non-refundable,Pet friendly,True,True,False,True,True,True,False,True,False,+65-440-648-1406,info@palacepoitiershotel.com,"[""https://example.com/images/palace_poitiers_hotel_1.jpg"", ""https://example.com/images/palace_poitiers_hotel_2.jpg""]",Immerse yourself in the culture of Poitiers while enjoying world-class facilities at Palace Poitiers Hotel.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC166721,Royal Lodge Al Jerf,Lodge,"8894 Broadway, Al Jerf",Al Jerf,United Arab Emirates,32430,2.415652,-37.108799,2,"[""Business Center"", ""Pet Friendly"", ""Concierge"", ""Spa"", ""Restaurant"", ""24/7 Front Desk"", ""Tennis Court"", ""Golf Course"", ""Beach Access"", ""Room Service"", ""Airport Shuttle"", ""Bar"", ""WiFi""]","[""Presidential Suite"", ""Double Room"", ""Garden View Room"", ""Twin Room"", ""Pool View Room"", ""Standard Room"", ""City View Room"", ""Single Room""]",14:00,12:00,Non-refundable,No pets allowed,False,False,True,True,True,False,True,True,False,+52-914-640-9605,info@royallodgealjerf.com,"[""https://example.com/images/royal_lodge_al_jerf_1.jpg"", ""https://example.com/images/royal_lodge_al_jerf_2.jpg""]","Your gateway to Al Jerf, Royal Lodge Al Jerf offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC487365,Royal Inn Aurora,Inn,"6401 Pine St, Aurora",Aurora,United States,13152,-57.996861,99.61488,1,"[""Gym"", ""Restaurant"", ""Fitness Center"", ""Spa"", ""Laundry Service"", ""Parking""]","[""City View Room"", ""Villa"", ""Single Room"", ""Deluxe Room"", ""Cabin""]",15:00,13:00,Non-refundable,Pets on request,True,False,False,False,True,False,True,True,True,+87-250-813-4415,info@royalinnaurora.com,"[""https://example.com/images/royal_inn_aurora_1.jpg"", ""https://example.com/images/royal_inn_aurora_2.jpg""]",Immerse yourself in the culture of Aurora while enjoying world-class facilities at Royal Inn Aurora.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC423709,Villa Lodge Ginza,Lodge,"932 Pine St, Ginza",Ginza,Japan,11294,-2.794973,97.003259,4,"[""Elevator"", ""Bar"", ""Pet Friendly"", ""Concierge"", ""Tennis Court"", ""Laundry Service"", ""Beach Access"", ""Pool"", ""Spa"", ""Business Center"", ""Gym"", ""WiFi"", ""Fitness Center"", ""Parking"", ""Room Service""]","[""Ocean View Room"", ""Suite"", ""Single Room"", ""Studio"", ""Presidential Suite""]",14:00,12:00,Free cancellation,No pets allowed,False,False,True,False,True,False,True,True,False,+8-374-100-8538,info@villalodgeginza.com,"[""https://example.com/images/villa_lodge_ginza_1.jpg"", ""https://example.com/images/villa_lodge_ginza_2.jpg"", ""https://example.com/images/villa_lodge_ginza_3.jpg"", ""https://example.com/images/villa_lodge_ginza_4.jpg"", ""https://example.com/images/villa_lodge_ginza_5.jpg"", ""https://example.com/images/villa_lodge_ginza_6.jpg"", ""https://example.com/images/villa_lodge_ginza_7.jpg""]",Immerse yourself in the culture of Ginza while enjoying world-class facilities at Villa Lodge Ginza.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC855874,Lodge Villa Wrexham,Villa,"651 Oak St, Wrexham",Wrexham,United Kingdom,25223,23.498255,-9.734713,3,"[""Restaurant"", ""Dry Cleaning"", ""Elevator"", ""Laundry Service"", ""Fitness Center"", ""Pet Friendly"", ""24/7 Front Desk"", ""WiFi"", ""Business Center"", ""Golf Course"", ""Bar""]","[""Presidential Suite"", ""Garden View Room"", ""Suite""]",16:00,11:00,Partial refund,No pets allowed,False,False,False,True,True,False,True,True,False,+43-222-160-6962,info@lodgevillawrexham.com,"[""https://example.com/images/lodge_villa_wrexham_1.jpg"", ""https://example.com/images/lodge_villa_wrexham_2.jpg"", ""https://example.com/images/lodge_villa_wrexham_3.jpg"", ""https://example.com/images/lodge_villa_wrexham_4.jpg"", ""https://example.com/images/lodge_villa_wrexham_5.jpg""]","Relax and unwind at Lodge Villa Wrexham, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC668133,Resort Hamilton Hotel,Boutique Hotel,"7076 Park Ave, Hamilton",Hamilton,Canada,22079,-51.634063,172.862583,1,"[""Pool"", ""Airport Shuttle"", ""Concierge"", ""Beach Access"", ""24/7 Front Desk"", ""Room Service"", ""Fitness Center"", ""Dry Cleaning"", ""Tennis Court"", ""Parking""]","[""Villa"", ""Double Room"", ""Deluxe Room"", ""Studio"", ""Presidential Suite""]",16:00,13:00,Non-refundable,Pet friendly,True,False,False,True,True,False,False,False,True,+61-403-176-6100,info@resorthamiltonhotel.com,"[""https://example.com/images/resort_hamilton_hotel_1.jpg"", ""https://example.com/images/resort_hamilton_hotel_2.jpg"", ""https://example.com/images/resort_hamilton_hotel_3.jpg"", ""https://example.com/images/resort_hamilton_hotel_4.jpg"", ""https://example.com/images/resort_hamilton_hotel_5.jpg"", ""https://example.com/images/resort_hamilton_hotel_6.jpg""]","Experience luxury and comfort at Resort Hamilton Hotel, located in the heart of Hamilton.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC670827,Royal Burnaby Lodge,Boutique Hotel,"5798 Park Ave, Burnaby",Burnaby,Canada,49485,-15.216226,-77.502298,1,"[""Gym"", ""Pet Friendly"", ""Room Service"", ""24/7 Front Desk"", ""Tennis Court"", ""WiFi"", ""Parking"", ""Concierge"", ""Dry Cleaning"", ""Bar"", ""Fitness Center""]","[""Pool View Room"", ""Single Room"", ""Standard Room"", ""Penthouse"", ""City View Room"", ""Twin Room"", ""Double Room"", ""Studio""]",14:00,13:00,Partial refund,Pets on request,True,False,False,False,True,False,True,False,True,+68-344-495-5643,info@royalburnabylodge.com,"[""https://example.com/images/royal_burnaby_lodge_1.jpg"", ""https://example.com/images/royal_burnaby_lodge_2.jpg"", ""https://example.com/images/royal_burnaby_lodge_3.jpg"", ""https://example.com/images/royal_burnaby_lodge_4.jpg"", ""https://example.com/images/royal_burnaby_lodge_5.jpg"", ""https://example.com/images/royal_burnaby_lodge_6.jpg""]",Immerse yourself in the culture of Burnaby while enjoying world-class facilities at Royal Burnaby Lodge.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC299415,Resort Hostel Perth,Hostel,"1640 Oak St, Perth",Perth,Australia,84594,-22.033028,-175.183928,4,"[""24/7 Front Desk"", ""Dry Cleaning"", ""Golf Course"", ""Elevator"", ""Room Service"", ""Parking"", ""WiFi"", ""Beach Access"", ""Fitness Center"", ""Spa""]","[""Twin Room"", ""Pool View Room"", ""Studio"", ""Presidential Suite"", ""City View Room"", ""Penthouse"", ""Suite""]",15:00,11:00,Free cancellation,Pets on request,False,False,True,False,False,False,False,False,False,+44-877-767-3663,info@resorthostelperth.com,"[""https://example.com/images/resort_hostel_perth_1.jpg"", ""https://example.com/images/resort_hostel_perth_2.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Resort Hostel Perth.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC235787,Grand Hostel Stuttgart,Hostel,"1399 Oak St, Stuttgart",Stuttgart,Germany,24892,-17.533892,-48.956894,3,"[""Pool"", ""Spa"", ""Elevator"", ""Laundry Service"", ""Gym"", ""Dry Cleaning"", ""Tennis Court"", ""Fitness Center"", ""Bar"", ""Room Service""]","[""Suite"", ""Pool View Room"", ""Garden View Room"", ""City View Room""]",16:00,12:00,Partial refund,Pet friendly,True,True,True,False,True,True,False,False,False,+53-680-698-2311,info@grandhostelstuttgart.com,"[""https://example.com/images/grand_hostel_stuttgart_1.jpg"", ""https://example.com/images/grand_hostel_stuttgart_2.jpg"", ""https://example.com/images/grand_hostel_stuttgart_3.jpg"", ""https://example.com/images/grand_hostel_stuttgart_4.jpg"", ""https://example.com/images/grand_hostel_stuttgart_5.jpg"", ""https://example.com/images/grand_hostel_stuttgart_6.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Grand Hostel Stuttgart.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC578005,Resort Apartment Gion,Apartment,"7091 Broadway, Gion",Gion,Japan,27564,45.146628,-30.736818,2,"[""Golf Course"", ""Gym"", ""Bar"", ""Business Center"", ""Concierge"", ""WiFi"", ""Airport Shuttle"", ""Tennis Court"", ""24/7 Front Desk"", ""Pet Friendly"", ""Dry Cleaning"", ""Beach Access"", ""Laundry Service""]","[""Studio"", ""City View Room"", ""Cabin""]",15:00,13:00,Partial refund,Pets on request,True,True,False,True,True,True,False,True,False,+3-495-480-2078,info@resortapartmentgion.com,"[""https://example.com/images/resort_apartment_gion_1.jpg"", ""https://example.com/images/resort_apartment_gion_2.jpg"", ""https://example.com/images/resort_apartment_gion_3.jpg"", ""https://example.com/images/resort_apartment_gion_4.jpg"", ""https://example.com/images/resort_apartment_gion_5.jpg"", ""https://example.com/images/resort_apartment_gion_6.jpg"", ""https://example.com/images/resort_apartment_gion_7.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Resort Apartment Gion.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC477845,Grand Inn Fresno,Inn,"1683 Oak St, Fresno",Fresno,United States,25870,38.313203,-46.876004,4,"[""Golf Course"", ""Pool"", ""Pet Friendly"", ""Elevator"", ""Restaurant"", ""Concierge"", ""Tennis Court""]","[""Single Room"", ""Suite"", ""Garden View Room""]",15:00,13:00,Non-refundable,No pets allowed,True,True,True,True,True,False,True,True,False,+25-368-199-4864,info@grandinnfresno.com,"[""https://example.com/images/grand_inn_fresno_1.jpg"", ""https://example.com/images/grand_inn_fresno_2.jpg"", ""https://example.com/images/grand_inn_fresno_3.jpg"", ""https://example.com/images/grand_inn_fresno_4.jpg"", ""https://example.com/images/grand_inn_fresno_5.jpg""]","Your gateway to Fresno, Grand Inn Fresno offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC687858,Villa Lodge Albury,Lodge,"716 Pine St, Albury",Albury,Australia,88376,25.714013,66.827281,5,"[""Restaurant"", ""Tennis Court"", ""Pet Friendly"", ""Room Service"", ""Airport Shuttle"", ""Concierge"", ""Dry Cleaning"", ""Fitness Center"", ""Laundry Service"", ""Business Center"", ""24/7 Front Desk""]","[""Standard Room"", ""Deluxe Room"", ""Single Room"", ""Twin Room"", ""Penthouse""]",14:00,13:00,Free cancellation,Pets on request,False,False,False,False,False,True,False,True,False,+30-142-630-4581,info@villalodgealbury.com,"[""https://example.com/images/villa_lodge_albury_1.jpg"", ""https://example.com/images/villa_lodge_albury_2.jpg"", ""https://example.com/images/villa_lodge_albury_3.jpg"", ""https://example.com/images/villa_lodge_albury_4.jpg"", ""https://example.com/images/villa_lodge_albury_5.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Villa Lodge Albury.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC305272,Palace Red Deer Resort,Hotel,"5697 Main St, Red Deer",Red Deer,Canada,95932,56.208403,58.937875,1,"[""Pet Friendly"", ""Room Service"", ""Restaurant"", ""Parking"", ""Golf Course"", ""24/7 Front Desk"", ""Concierge""]","[""Family Room"", ""Presidential Suite"", ""Double Room""]",14:00,11:00,Free cancellation,Pet friendly,True,True,True,False,False,False,False,True,False,+5-272-183-6496,info@palacereddeerresort.com,"[""https://example.com/images/palace_red_deer_resort_1.jpg"", ""https://example.com/images/palace_red_deer_resort_2.jpg"", ""https://example.com/images/palace_red_deer_resort_3.jpg"", ""https://example.com/images/palace_red_deer_resort_4.jpg"", ""https://example.com/images/palace_red_deer_resort_5.jpg""]","Experience luxury and comfort at Palace Red Deer Resort, located in the heart of Red Deer.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC241235,Royal Perpignan Hotel,Resort,"6560 Oak St, Perpignan",Perpignan,France,31071,-59.35649,174.533675,5,"[""Pool"", ""Gym"", ""Elevator"", ""Bar"", ""Dry Cleaning"", ""Fitness Center"", ""Golf Course"", ""Tennis Court"", ""Airport Shuttle"", ""Beach Access"", ""Restaurant"", ""Business Center"", ""Laundry Service"", ""Spa""]","[""City View Room"", ""Studio"", ""Suite"", ""Presidential Suite"", ""Deluxe Room"", ""Pool View Room""]",16:00,11:00,Free cancellation,Pet friendly,True,True,False,False,False,True,True,False,False,+3-527-413-4297,info@royalperpignanhotel.com,"[""https://example.com/images/royal_perpignan_hotel_1.jpg"", ""https://example.com/images/royal_perpignan_hotel_2.jpg""]","Relax and unwind at Royal Perpignan Hotel, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC995765,Resort Apartment Grenoble,Apartment,"6904 Elm St, Grenoble",Grenoble,France,17505,66.445161,162.361997,1,"[""WiFi"", ""24/7 Front Desk"", ""Pet Friendly"", ""Restaurant"", ""Concierge"", ""Spa"", ""Room Service"", ""Parking""]","[""Studio"", ""Deluxe Room"", ""Presidential Suite"", ""Garden View Room"", ""Ocean View Room"", ""Double Room""]",16:00,12:00,Partial refund,Pet friendly,True,False,True,True,True,False,False,False,False,+97-494-316-1259,info@resortapartmentgrenoble.com,"[""https://example.com/images/resort_apartment_grenoble_1.jpg"", ""https://example.com/images/resort_apartment_grenoble_2.jpg"", ""https://example.com/images/resort_apartment_grenoble_3.jpg"", ""https://example.com/images/resort_apartment_grenoble_4.jpg"", ""https://example.com/images/resort_apartment_grenoble_5.jpg""]",Immerse yourself in the culture of Grenoble while enjoying world-class facilities at Resort Apartment Grenoble.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC630266,Resort Apartment Nuremberg,Apartment,"4205 Elm St, Nuremberg",Nuremberg,Germany,24134,41.946528,-110.281245,2,"[""Tennis Court"", ""Fitness Center"", ""Spa"", ""Elevator"", ""Restaurant""]","[""Double Room"", ""Single Room"", ""Studio""]",16:00,13:00,Partial refund,No pets allowed,True,False,False,True,False,False,False,False,True,+10-552-314-5595,info@resortapartmentnuremberg.com,"[""https://example.com/images/resort_apartment_nuremberg_1.jpg"", ""https://example.com/images/resort_apartment_nuremberg_2.jpg"", ""https://example.com/images/resort_apartment_nuremberg_3.jpg"", ""https://example.com/images/resort_apartment_nuremberg_4.jpg""]","Experience luxury and comfort at Resort Apartment Nuremberg, located in the heart of Nuremberg.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC205035,Grand Inn Aix-en-Provence,Inn,"8852 Main St, Aix-en-Provence",Aix-en-Provence,France,60189,-40.980743,65.987001,5,"[""Pet Friendly"", ""Tennis Court"", ""Restaurant"", ""Spa"", ""24/7 Front Desk"", ""Laundry Service"", ""Beach Access"", ""Airport Shuttle"", ""Room Service"", ""Concierge"", ""Dry Cleaning"", ""WiFi"", ""Elevator"", ""Pool"", ""Business Center""]","[""Presidential Suite"", ""Twin Room"", ""Villa""]",15:00,13:00,Free cancellation,Pet friendly,True,True,True,True,True,True,True,False,False,+85-541-746-3225,info@grandinnaix-en-provence.com,"[""https://example.com/images/grand_inn_aix-en-provence_1.jpg"", ""https://example.com/images/grand_inn_aix-en-provence_2.jpg"", ""https://example.com/images/grand_inn_aix-en-provence_3.jpg""]","Your gateway to Aix-en-Provence, Grand Inn Aix-en-Provence offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
