flight_id,flight_number,airline,aircraft_type,departure_airport,arrival_airport,departure_time,arrival_time,duration_minutes,available_seats,seat_configuration,price_economy,price_business,price_first,meal_service,baggage_allowance,layovers,status,created_at,updated_at
FL684702,QR5444,Qatar Airways,Airbus A350,YAS,WHY,2026-01-28T16:23:57Z,2026-01-28T23:51:57Z,448,124,2-2-2,532,1893,2835,Special Diet,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL170274,CX6818,Cathay Pacific,Airbus A320,SAI,STI,2026-04-26T09:23:57Z,2026-04-27T04:52:57Z,1169,366,1-2-1,1536,4334,11089,Full Meal,23kg,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL706072,AF5121,Air France,Boeing 757,SHE,AL ,2026-01-01T03:23:57Z,2026-01-01T08:34:57Z,311,377,1-2-1,1560,6118,7975,No Meal,32kg,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL299305,XX5494,All Nippon Airways,Embraer E-Jet,TAL,TEN,2026-06-16T13:53:57Z,2026-06-16T22:01:57Z,488,289,3-4-3,1831,4634,9929,Full Meal,23kg,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL956529,XX2983,Saudia,Embraer E-Jet,BRA,LYS,2026-01-29T00:08:57Z,2026-01-29T20:45:57Z,1237,396,2-3-2,1075,4006,7773,Full Meal,32kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL440436,WN6049,Southwest Airlines,Boeing 747,AUR,CTS,2026-02-03T23:38:57Z,2026-02-04T08:07:57Z,509,231,2-2-2,820,2884,5727,Full Meal,No Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL895811,SQ6650,Singapore Airlines,Boeing 757,FRA,ROC,2026-06-20T07:08:57Z,2026-06-20T13:12:57Z,364,205,2-4-2,818,2624,6435,Snack,No Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL115448,XX6086,Air Canada,Airbus A320,ALB,BUR,2025-10-19T12:23:57Z,2025-10-20T12:11:57Z,1428,150,2-2-2,210,603,1234,No Meal,No Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL942526,UA1030,United Airlines,Boeing 737,BÉZ,LIS,2026-07-13T08:38:57Z,2026-07-13T19:19:57Z,641,368,2-4-2,612,2042,4181,No Meal,23kg,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL602569,XX1056,Korean Air,Bombardier CRJ,AL ,GIO,2026-05-28T08:23:57Z,2026-05-28T11:22:57Z,179,211,3-3,1267,4451,8401,Special Diet,Extra Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL142482,XX3530,WestJet,Boeing 757,ST.,LA ,2026-04-19T01:53:57Z,2026-04-19T12:51:57Z,658,61,3-3-3,677,2332,3668,Full Meal,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL297065,XX4190,Japan Airlines,Embraer E-Jet,OOL,GIO,2026-08-08T08:38:57Z,2026-08-09T01:18:57Z,1000,100,2-3-2,1795,6271,9500,Special Diet,No Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL572643,LH5273,Lufthansa,Boeing 747,BEN,DUN,2026-04-16T02:23:57Z,2026-04-16T09:01:57Z,398,284,3-3,411,1167,2633,Special Diet,Extra Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL448501,AF9033,Air France,Airbus A350,ANG,FUS,2026-05-22T11:08:57Z,2026-05-23T08:36:57Z,1288,285,2-4-2,1131,3815,7136,Special Diet,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL813709,XX3848,Aeromexico,Airbus A330,TEN,WRE,2026-09-16T15:08:57Z,2026-09-17T01:24:57Z,616,238,3-4-3,372,997,2907,Full Meal,No Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL907658,AF7155,Air France,Airbus A330,LIM,BAL,2026-02-03T22:23:57Z,2026-02-04T11:34:57Z,791,293,3-3-3,1075,4216,6008,Special Diet,Extra Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL888028,XX7814,Saudia,Boeing 757,CHE,ATH,2026-08-27T15:08:57Z,2026-08-28T00:19:57Z,551,148,1-2-1,449,1636,3202,No Meal,23kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL417190,XX9959,Thai Airways,Boeing 737,ANG,SAC,2026-07-01T01:08:57Z,2026-07-01T02:51:57Z,103,111,2-2-2,1654,4560,12638,No Meal,32kg,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL963293,XX3773,Saudia,Embraer E-Jet,BUS,LIS,2026-03-31T15:38:57Z,2026-03-31T23:48:57Z,490,213,2-2,901,2384,5424,Special Diet,No Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL530075,XX2391,Turkish Airlines,Airbus A350,LAV,MUR,2026-07-20T13:53:57Z,2026-07-21T13:41:57Z,1428,142,1-2-1,1146,4382,6023,Special Diet,No Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL580421,XX5930,Japan Airlines,Bombardier CRJ,PLA,MAN,2026-06-10T17:38:57Z,2026-06-11T05:35:57Z,717,290,3-3-3,680,1877,4458,No Meal,No Baggage,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL930964,UA1859,United Airlines,Boeing 787,JEB,LET,2025-12-06T00:23:57Z,2025-12-06T03:56:57Z,213,302,2-3-2,1753,4836,10202,Full Meal,32kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL331522,XX1479,Qantas,Embraer E-Jet,NIS,VAL,2026-01-07T07:38:57Z,2026-01-08T01:29:57Z,1071,118,2-2-2,1253,4829,9000,Snack,No Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL184597,XX1902,Scandinavian Airlines,Airbus A320,NCE,LEI,2026-01-04T20:08:57Z,2026-01-05T01:00:57Z,292,297,3-4-3,333,1068,1801,Full Meal,Extra Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL767890,XX3995,WestJet,Embraer E-Jet,AL ,SUR,2026-07-04T21:23:57Z,2026-07-05T13:07:57Z,944,388,3-3,984,2896,7255,No Meal,Extra Baggage,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL223814,QR5211,Qatar Airways,Airbus A330,LAV,OOL,2026-07-30T12:53:57Z,2026-07-31T00:14:57Z,681,145,2-3-2,446,1547,2463,Full Meal,23kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL370817,XX6129,Turkish Airlines,ATR 72,DUI,ALB,2026-03-22T02:08:57Z,2026-03-22T20:43:57Z,1115,163,3-4-3,1385,3570,8248,No Meal,No Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL149636,KL3088,KLM Royal Dutch Airlines,Boeing 747,SAN,LEE,2026-07-09T19:23:57Z,2026-07-09T22:33:57Z,190,118,2-4-2,1289,4123,7589,Full Meal,Extra Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL271234,LH3505,Lufthansa,Boeing 787,SAI,AL ,2026-06-25T09:53:57Z,2026-06-26T09:31:57Z,1418,196,2-4-2,1858,6438,14167,No Meal,Extra Baggage,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL107689,XX7020,Qantas,Airbus A380,YVR,IAH,2025-11-15T15:53:57Z,2025-11-15T21:12:57Z,319,348,2-4-2,225,691,1645,Special Diet,32kg,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL449059,XX7467,Alitalia,Boeing 757,TEN,AL ,2026-04-13T22:53:57Z,2026-04-14T11:38:57Z,765,377,3-3-3,1012,2797,7502,Full Meal,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL105635,XX8726,Japan Airlines,Airbus A380,AL ,WIE,2025-12-22T09:38:57Z,2025-12-22T12:52:57Z,194,318,2-3-2,1130,4065,6843,Snack,No Baggage,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL661991,BA8580,British Airways,Boeing 747,STR,AIX,2026-06-20T04:08:57Z,2026-06-20T10:33:57Z,385,192,3-4-3,1373,4657,9693,No Meal,No Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL711588,XX9391,LATAM Airlines,Airbus A320,AL ,ROC,2026-09-09T03:38:57Z,2026-09-09T08:42:57Z,304,345,1-2-1,904,2384,5527,Full Meal,32kg,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL525953,CX4618,Cathay Pacific,Embraer E-Jet,PER,LHR,2026-05-20T00:38:57Z,2026-05-20T23:09:57Z,1351,216,2-2,1806,5967,11057,No Meal,Extra Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL328283,XX2553,Air Canada,Boeing 747,NIS,MUR,2026-03-06T12:08:57Z,2026-03-06T21:14:57Z,546,369,3-3-3,218,844,1147,No Meal,32kg,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL329551,XX4434,Aeromexico,Bombardier CRJ,YAS,ROP,2026-07-18T04:53:57Z,2026-07-18T08:55:57Z,242,107,3-3,365,983,2659,No Meal,23kg,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL977975,LH1438,Lufthansa,Airbus A320,PER,SAV,2026-08-04T04:53:57Z,2026-08-04T16:23:57Z,690,139,2-4-2,264,823,1886,Special Diet,23kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL886160,XX6298,Thai Airways,Airbus A350,BOD,KAS,2026-01-26T01:38:57Z,2026-01-27T01:05:57Z,1407,76,3-3,608,2066,4742,Full Meal,No Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL461514,XX9195,Japan Airlines,Embraer E-Jet,OOL,YWG,2026-07-08T19:08:57Z,2026-07-09T02:02:57Z,414,310,2-4-2,228,900,1778,Special Diet,Extra Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL226354,XX8721,Korean Air,Airbus A380,BUS,YWG,2026-08-18T09:53:57Z,2026-08-19T02:32:57Z,999,58,3-3-3,1941,5319,10159,Full Meal,23kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL563988,DL4184,Delta Air Lines,Boeing 737,LPL,NIS,2026-04-01T05:53:57Z,2026-04-02T02:56:57Z,1263,264,2-3-2,1392,4330,9040,Full Meal,No Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL616849,XX6653,Air Canada,Boeing 777,KAR,ALB,2026-07-16T02:38:57Z,2026-07-16T21:40:57Z,1142,104,3-3-3,1155,3981,9194,No Meal,23kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL309402,XX2668,Etihad Airways,Boeing 777,HAK,LIW,2026-07-18T17:23:57Z,2026-07-18T19:10:57Z,107,247,2-2,377,968,2353,Full Meal,Extra Baggage,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL814152,KL1044,KLM Royal Dutch Airlines,Boeing 737,CGN,STE,2025-12-09T04:23:57Z,2025-12-09T22:48:57Z,1105,243,2-2,931,2342,6509,No Meal,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL193144,XX4508,Alitalia,Boeing 777,LIW,AUG,2026-03-21T06:53:57Z,2026-03-22T04:52:57Z,1319,114,3-4-3,1378,3734,10841,Special Diet,23kg,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL599894,EK2370,Emirates,Boeing 777,POI,OHO,2026-01-19T05:23:57Z,2026-01-19T09:53:57Z,270,332,1-2-1,490,1309,3320,Snack,No Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL731473,LH8325,Lufthansa,Airbus A320,SWA,DOT,2026-06-23T03:53:57Z,2026-06-23T19:21:57Z,928,190,2-2,684,1771,4170,Snack,Extra Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL614719,QR7345,Qatar Airways,Boeing 787,OFF,LYS,2025-12-20T18:08:57Z,2025-12-20T21:58:57Z,230,282,2-3-2,511,1907,3138,Special Diet,Extra Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL758544,XX2096,Japan Airlines,Boeing 737,LEE,MAR,2026-03-31T03:23:57Z,2026-03-31T07:02:57Z,219,177,3-4-3,1590,4793,8336,Full Meal,No Baggage,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL796344,XX1862,Air Canada,Airbus A330,ALB,CGN,2026-03-01T20:38:57Z,2026-03-02T05:01:57Z,503,64,2-2-2,1821,7002,9836,Special Diet,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL171565,XX8288,Scandinavian Airlines,ATR 72,LET,ARG,2025-09-26T08:23:57Z,2025-09-26T14:23:57Z,360,241,2-2,1165,3025,8983,Full Meal,23kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL353898,EK8376,Emirates,Airbus A350,SYD,SAI,2026-05-16T19:38:57Z,2026-05-17T05:59:57Z,621,294,1-2-1,596,1942,4252,Full Meal,Extra Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL388723,XX6145,Scandinavian Airlines,Boeing 787,WHY,NIS,2026-07-02T06:53:57Z,2026-07-02T17:54:57Z,661,154,2-4-2,1785,6347,10975,No Meal,32kg,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL744233,AA9984,American Airlines,Embraer E-Jet,JUM,GIN,2025-11-10T23:38:57Z,2025-11-11T21:20:57Z,1302,292,3-3-3,860,3407,5553,Snack,32kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL209811,AF1395,Air France,Airbus A320,LEI,AIX,2026-03-04T07:38:57Z,2026-03-04T20:56:57Z,798,236,2-3-2,665,2230,3347,Special Diet,Extra Baggage,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL377399,XX8821,Qantas,Airbus A330,SAV,THO,2025-09-25T17:38:57Z,2025-09-25T22:23:57Z,285,217,3-3-3,1416,5235,10504,No Meal,23kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL949631,XX8869,Air Canada,Boeing 747,KUS,BHX,2026-03-11T01:38:57Z,2026-03-11T07:03:57Z,325,123,1-2-1,1263,3952,7441,Snack,23kg,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL547769,XX5882,Air Canada,Bombardier CRJ,BOU,TOO,2025-10-28T19:38:57Z,2025-10-29T02:28:57Z,410,218,2-2,501,1502,3514,Full Meal,Extra Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL489669,KL1577,KLM Royal Dutch Airlines,Embraer E-Jet,MOU,DEI,2025-11-11T19:08:57Z,2025-11-12T01:13:57Z,365,240,2-3-2,1312,3870,8290,Special Diet,32kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL945383,LH2216,Lufthansa,Embraer E-Jet,JOL,MAR,2026-07-18T03:53:57Z,2026-07-18T14:46:57Z,653,172,1-2-1,1258,4660,7316,Full Meal,23kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL344150,LH7337,Lufthansa,Boeing 787,DUN,HIG,2026-07-30T15:23:57Z,2026-07-31T12:22:57Z,1259,349,3-4-3,764,2832,5435,Special Diet,No Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL663542,KL7894,KLM Royal Dutch Airlines,Boeing 757,SHI,ANG,2025-09-22T06:23:57Z,2025-09-22T08:27:57Z,124,93,2-2-2,392,1286,2693,Full Meal,23kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL617887,XX7702,Virgin Atlantic,ATR 72,HIG,PER,2025-10-22T10:38:57Z,2025-10-23T05:45:57Z,1147,101,2-3-2,903,2607,5949,Snack,No Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL460323,KL7882,KLM Royal Dutch Airlines,Boeing 757,DUN,PER,2026-07-10T18:08:57Z,2026-07-11T15:34:57Z,1286,73,2-2-2,518,1569,2687,Full Meal,Extra Baggage,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL152308,AF6938,Air France,Bombardier CRJ,NEW,ASA,2026-02-04T22:53:57Z,2026-02-05T02:02:57Z,189,162,1-2-1,1735,5604,10764,Snack,No Baggage,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL589780,XX2461,Alitalia,Airbus A380,SAN,MAN,2025-11-21T22:53:57Z,2025-11-22T19:45:57Z,1252,194,3-3,787,2333,5365,Snack,Extra Baggage,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL445480,XX3247,Qantas,Airbus A330,DUN,BUR,2026-05-17T17:08:57Z,2026-05-18T08:52:57Z,944,243,2-4-2,1774,4677,10300,Snack,32kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL926662,WN9047,Southwest Airlines,Boeing 787,AL ,REA,2026-07-23T21:08:57Z,2026-07-24T19:27:57Z,1339,234,2-4-2,1915,6440,14300,Snack,32kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL658606,SQ9134,Singapore Airlines,Bombardier CRJ,JAC,CAR,2026-05-01T22:53:57Z,2026-05-02T01:33:57Z,160,137,3-4-3,1958,7265,11146,Snack,Extra Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL487016,XX5512,WestJet,Boeing 777,PLA,PER,2025-11-30T07:08:57Z,2025-12-01T01:20:57Z,1092,112,3-3,1706,5846,13647,Snack,32kg,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL918418,UA6723,United Airlines,Airbus A380,MUC,ARG,2025-12-11T14:53:57Z,2025-12-11T20:37:57Z,344,241,3-4-3,698,1975,3898,Snack,32kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL872242,WN9153,Southwest Airlines,Airbus A330,CAR,LET,2025-10-26T07:38:57Z,2025-10-26T23:38:57Z,960,218,2-2-2,1152,3467,7717,Snack,No Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL700739,XX9918,WestJet,Boeing 737,DRE,POI,2026-09-20T20:38:57Z,2026-09-21T16:59:57Z,1221,189,1-2-1,1381,5022,9643,Snack,No Baggage,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL308448,XX5605,All Nippon Airways,Boeing 737,HAK,AL ,2025-09-22T06:08:57Z,2025-09-22T13:22:57Z,434,302,1-2-1,1067,3359,6451,Full Meal,32kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL631216,EK9368,Emirates,Airbus A330,MAN,AL ,2026-07-25T22:53:57Z,2026-07-26T10:52:57Z,719,132,2-2,452,1565,3512,Special Diet,Extra Baggage,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL443846,BA8244,British Airways,ATR 72,SAI,JAC,2025-11-05T22:23:57Z,2025-11-06T20:33:57Z,1330,106,2-2,840,2190,4843,Snack,No Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL978228,KL7939,KLM Royal Dutch Airlines,ATR 72,VIC,LEE,2025-11-28T20:23:57Z,2025-11-29T09:09:57Z,766,186,3-3,1943,4938,10344,Special Diet,No Baggage,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL477421,XX1442,Saudia,Boeing 757,GLA,AKR,2026-08-03T19:53:57Z,2026-08-04T11:16:57Z,923,328,2-2,1758,4717,10802,No Meal,32kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL946620,XX1358,Iberia,Boeing 787,ALL,BUN,2025-10-13T11:08:57Z,2025-10-13T23:22:57Z,734,341,1-2-1,1539,4879,10707,Special Diet,32kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL639856,DL5113,Delta Air Lines,Embraer E-Jet,STI,THO,2025-12-03T15:08:57Z,2025-12-04T07:53:57Z,1005,175,2-2-2,1952,5664,14499,Special Diet,32kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL948220,QR3919,Qatar Airways,Boeing 747,LIW,NUR,2026-07-23T21:38:57Z,2026-07-24T07:58:57Z,620,93,3-3-3,555,1828,3360,No Meal,Extra Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL152197,XX9971,Air Canada,Boeing 777,STI,AL ,2026-06-05T22:38:57Z,2026-06-06T16:13:57Z,1055,117,3-4-3,356,1392,2665,Snack,Extra Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL781658,XX7281,Alitalia,Airbus A350,JEB,ATL,2026-01-12T22:53:57Z,2026-01-13T21:56:57Z,1383,186,2-2,380,1424,2203,No Meal,No Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL302896,AA6213,American Airlines,Boeing 787,NAM,JAC,2026-07-15T02:23:57Z,2026-07-15T21:57:57Z,1174,311,1-2-1,1470,4830,7960,No Meal,Extra Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL790652,DL8084,Delta Air Lines,Airbus A320,SHI,REA,2026-05-10T19:23:57Z,2026-05-11T14:47:57Z,1164,155,2-3-2,1804,5400,14226,Full Meal,Extra Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL357231,CX3131,Cathay Pacific,Boeing 747,YEG,DRE,2026-06-06T11:08:57Z,2026-06-07T00:27:57Z,799,303,1-2-1,219,558,1630,No Meal,32kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL990940,XX9114,Alitalia,Airbus A320,VIC,PIT,2026-02-18T21:08:57Z,2026-02-19T04:27:57Z,439,130,2-2-2,1266,3309,7772,Special Diet,Extra Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL181418,XX2104,Japan Airlines,Airbus A320,MOU,THO,2026-06-02T03:08:57Z,2026-06-02T10:25:57Z,437,371,2-2,1477,5120,11450,Special Diet,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL421727,XX7165,LATAM Airlines,Airbus A380,AKR,FRE,2025-11-30T02:53:57Z,2025-11-30T17:58:57Z,905,266,2-3-2,768,2710,4725,Full Meal,32kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL325489,SQ4417,Singapore Airlines,ATR 72,LAV,NEW,2026-08-27T23:53:57Z,2026-08-28T07:02:57Z,429,172,2-2,616,2280,4563,Special Diet,Extra Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL769028,KL5986,KLM Royal Dutch Airlines,Bombardier CRJ,OBI,BUR,2026-09-07T03:53:57Z,2026-09-07T12:56:57Z,543,174,2-2-2,467,1523,2765,Snack,No Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL552164,WN3754,Southwest Airlines,Embraer E-Jet,BÉZ,NEW,2026-05-16T15:08:57Z,2026-05-16T21:06:57Z,358,124,3-3,396,1214,2979,Full Meal,Extra Baggage,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL459924,XX3009,WestJet,Boeing 757,SAI,AL ,2025-12-15T13:53:57Z,2025-12-16T05:38:57Z,945,84,1-2-1,371,1187,2444,Snack,23kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL762605,AA2156,American Airlines,Boeing 757,STE,TEN,2026-08-01T05:23:57Z,2026-08-01T19:36:57Z,853,209,2-4-2,500,1618,3189,No Meal,Extra Baggage,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL181142,XX1030,Etihad Airways,Boeing 747,AJM,TEN,2026-01-18T06:38:57Z,2026-01-18T19:23:57Z,765,322,3-3-3,923,3184,6386,No Meal,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL858632,XX6643,Korean Air,Boeing 757,POR,AL ,2026-03-13T17:23:57Z,2026-03-13T19:34:57Z,131,243,1-2-1,1552,4446,10360,Snack,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL309375,AF4975,Air France,Boeing 747,YEG,MUC,2025-12-21T01:38:57Z,2025-12-21T13:42:57Z,724,379,1-2-1,377,1452,2695,Snack,32kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL599492,XX5348,LATAM Airlines,Boeing 747,AUS,LON,2025-10-15T14:38:57Z,2025-10-15T23:03:57Z,505,138,3-3,1608,5090,10835,Full Meal,No Baggage,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL712803,XX2618,LATAM Airlines,Boeing 777,AL ,TOW,2025-12-07T02:08:57Z,2025-12-07T03:17:57Z,69,374,1-2-1,1904,5447,11646,Special Diet,23kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL474981,AA1449,American Airlines,Airbus A350,QUE,LIM,2026-02-27T17:23:57Z,2026-02-28T09:35:57Z,972,121,3-3,1800,6780,12190,Snack,No Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL379612,XX6880,All Nippon Airways,Boeing 757,WOL,NCE,2026-02-12T23:38:57Z,2026-02-13T15:15:57Z,937,318,3-3-3,550,1777,3621,Full Meal,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL541337,XX2284,Iberia,Boeing 787,PER,NAM,2026-02-11T17:53:57Z,2026-02-12T07:08:57Z,795,90,2-4-2,338,915,1957,Full Meal,32kg,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL701820,XX4160,Air Canada,Embraer E-Jet,FUS,BOD,2025-09-23T20:08:57Z,2025-09-24T08:16:57Z,728,348,2-2,1704,5912,9962,Full Meal,Extra Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
